picard	0.09459523270335488
brique	0.09416031209322452
hospitalier	0.09245990013668773
volontaire	0.09095426149641599
pathologique	0.09061888442600147
lamentable	0.08696334556380608
insaisissable	0.08568982376684657
courtois	0.08515537580156479
improbable	0.08462755322428235
subit	0.08313884119192017
unanime	0.08191947152110532
abominable	0.08078843345276658
rigide	0.08007768477136394
assistant	0.07937933286928811
gothique	0.07515547845972965
tiers	0.0734045443737503
clos	0.073378243927898
chanteur	0.07301200670330242
neutre	0.07204878761750688
hostile	0.07142063776905433
illusoire	0.07098741033024725
impitoyable	0.0698971600009431
amiral	0.06965941455876304
optimum	0.06954114730144764
formidable	0.06660119635862222
classique	0.06586343073878398
protecteur	0.06272547589671158
timide	0.06258172003140208
technique	0.06225334377734718
soufre	0.062154378999321185
inaccessible	0.06068109001563357
implacable	0.06068109001563357
sable	0.06052169132243868
auguste	0.06035324522674754
absent	0.0602349055302245
paysan	0.05924744806251591
mondial	0.05885019505826532
imperceptible	0.055879584939362424
bourbon	0.054979511087990145
fondu	0.05145695447305611
nerval	0.05081853072028866
plan	0.04986272537653255
conservatoire	0.049053575761140916
adjoint	0.049053575761140916
lucide	0.046229950068343864
poussant	0.04617783062069072
septième	0.04576506788888566
capitaliste	0.04390111013992782
patient	0.041625747724138885
lointain	0.041028115953809015
cavalier	0.03992176974712735
spirituel	0.03957462392323929
mobilier	0.03737202167933637
aurore	0.03716854424732547
absurde	0.036522278876997466
extra	0.035617161530915355
esclave	0.03552448895104307
horrible	0.03521903332807623
catholique	0.03410469255666333
logique	0.032840036689158275
interminable	0.0323026307259879
immobile	0.0322263853348172
abstrait	0.0322263853348172
silencieux	0.031207417722325836
philosophique	0.030750552372787284
biologique	0.028016235130336978
financier	0.02795886400037724
responsable	0.026649144932044674
imaginaire	0.02656273395625983
mystique	0.026408598169279603
symbolique	0.02597319959451659
fleur	0.02515954285046232
germain	0.025113265334489675
enceint	0.02430844852258318
plat	0.02430844852258318
britannique	0.023082409557933312
artiste	0.02050549975497004
optique	0.019366305324138376
faisant	0.01675244816382522
ouvrier	0.015181518072851246
atteint	0.013714962585150732
amoureux	0.013589826065213226
atomique	0.013225616971440961
aise	0.013187294192064606
envers	0.011613194148157827
revenu	0.007350993496150872
secret	0.005582627199203034
debout	0.004682182871576664
chaque	0.0042894267211805075
avant	0.004116763230368628
chef	0.0024341674547187653
enfant	0.0013916262616978446
